date,scores
2012-10-20,1.85
2012-10-21,1.81
2012-10-22,1.844
2012-10-23,1.796
2012-10-24,1.908
2012-10-25,1.878
2012-10-26,1.8
2012-10-27,1.882
2012-10-28,1.85
2012-10-29,1.774
2012-10-30,1.934
2012-10-31,1.844
2012-11-01,1.898
2012-11-02,1.916
2012-11-03,1.98
2012-11-04,1.912
