COUNTY,COUNTY_FIPS,COUNTY_TOTALVOTES,DEM_CANDIDATE,DEM_VOTES,HOUSE_WINNING_BINARY,H_FEMALE,REP_CANDIDATE,REP_VOTES,SENATE_WINNING_BINARY,STATE,STATE_FIPS,UNEMPLOYMENT_RATE,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,YEAR,YEAR_FIPS
El Dorado County,17,88774,Barack Obama,35166,1,10830,Mitt Romney,50973,0,California,6,10.2,Mitt Romney,republican,1,2012,20126017
Fresno County,19,258827,Barack Obama,129129,1,230788,Mitt Romney,124490,0,California,6,15.1,Barack Obama,democrat,0,2012,20126019
Glenn County,21,9211,Barack Obama,3301,1,5050,Mitt Romney,5632,0,California,6,14.2,Mitt Romney,republican,1,2012,20126021
Humboldt County,23,57470,Barack Obama,34457,1,6481,Mitt Romney,18825,0,California,6,9.6,Barack Obama,democrat,0,2012,20126023
Imperial County,25,38565,Barack Obama,25136,1,70909,Mitt Romney,12777,0,California,6,27.4,Barack Obama,democrat,0,2012,20126025
Inyo County,27,8036,Barack Obama,3422,1,1757,Mitt Romney,4340,0,California,6,9.1,Mitt Romney,republican,1,2012,20126027
Kern County,29,221472,Barack Obama,89495,1,197212,Mitt Romney,126618,0,California,6,13.1,Mitt Romney,republican,1,2012,20126029
Kings County,31,31418,Barack Obama,12979,1,34433,Mitt Romney,17671,0,California,6,14.9,Mitt Romney,republican,1,2012,20126031
Lake County,33,23391,Barack Obama,13163,1,5347,Mitt Romney,9200,0,California,6,12.8,Barack Obama,democrat,0,2012,20126033
Lassen County,35,10683,Barack Obama,3053,1,1322,Mitt Romney,7296,0,California,6,12.5,Mitt Romney,republican,1,2012,20126035
Los Angeles County,37,3181067,Barack Obama,2216903,1,2349306,Mitt Romney,885333,0,California,6,10.9,Barack Obama,democrat,0,2012,20126037
Madera County,39,39866,Barack Obama,16018,1,40391,Mitt Romney,22852,0,California,6,14.4,Mitt Romney,republican,1,2012,20126039
Marin County,41,134516,Barack Obama,99896,1,18189,Mitt Romney,30880,0,California,6,6.3,Barack Obama,democrat,0,2012,20126041
Mariposa County,43,9000,Barack Obama,3498,1,800,Mitt Romney,5140,0,California,6,12.2,Mitt Romney,republican,1,2012,20126043
Mendocino County,45,35017,Barack Obama,23193,1,9199,Mitt Romney,9658,0,California,6,10,Barack Obama,democrat,0,2012,20126045
Merced County,47,62057,Barack Obama,33005,1,69203,Mitt Romney,27581,0,California,6,16.3,Barack Obama,democrat,0,2012,20126047
Modoc County,49,3986,Barack Obama,1111,1,653,Mitt Romney,2777,0,California,6,14.4,Mitt Romney,republican,1,2012,20126049
Mono County,51,5181,Barack Obama,2733,1,1774,Mitt Romney,2285,0,California,6,10.3,Barack Obama,democrat,0,2012,20126051
Monterey County,53,123518,Barack Obama,82920,1,109982,Mitt Romney,37390,0,California,6,11.6,Barack Obama,democrat,0,2012,20126053
Napa County,55,56968,Barack Obama,35870,1,21048,Mitt Romney,19526,0,California,6,8.4,Barack Obama,democrat,0,2012,20126055
Nevada County,57,51676,Barack Obama,24663,1,4077,Mitt Romney,24986,0,California,6,9.7,Mitt Romney,republican,1,2012,20126057
Orange County,59,1122664,Barack Obama,512440,1,503969,Mitt Romney,582332,0,California,6,7.9,Mitt Romney,republican,1,2012,20126059
Placer County,61,171322,Barack Obama,66818,1,22550,Mitt Romney,99921,0,California,6,9.4,Mitt Romney,republican,1,2012,20126061
Plumas County,63,10047,Barack Obama,4026,1,767,Mitt Romney,5721,0,California,6,16.1,Mitt Romney,republican,1,2012,20126063
Riverside County,65,661907,Barack Obama,329063,1,499393,Mitt Romney,318127,0,California,6,11.6,Barack Obama,democrat,0,2012,20126065
Sacramento County,67,516809,Barack Obama,300503,1,152106,Mitt Romney,202514,0,California,6,10.5,Barack Obama,democrat,0,2012,20126067
San Benito County,69,19044,Barack Obama,11276,1,15518,Mitt Romney,7343,0,California,6,13,Barack Obama,democrat,0,2012,20126069
San Bernardino County,71,581517,Barack Obama,305109,1,503374,Mitt Romney,262358,0,California,6,11.4,Barack Obama,democrat,0,2012,20126071
San Diego County,73,1192282,Barack Obama,626957,1,503364,Mitt Romney,536726,0,California,6,9.1,Barack Obama,democrat,0,2012,20126073
San Francisco County,75,361209,Barack Obama,301723,1,57209,Mitt Romney,47076,0,California,6,6.8,Barack Obama,democrat,0,2012,20126075
San Joaquin County,77,204697,Barack Obama,114121,1,131223,Mitt Romney,86071,0,California,6,14.4,Barack Obama,democrat,0,2012,20126077
San Luis Obispo County,79,125638,Barack Obama,61258,1,26361,Mitt Romney,59967,0,California,6,8.2,Barack Obama,democrat,0,2012,20126079
San Mateo County,81,285720,Barack Obama,206085,1,90307,Mitt Romney,72756,0,California,6,6.4,Barack Obama,democrat,0,2012,20126081
Santa Barbara County,83,163320,Barack Obama,94129,1,88232,Mitt Romney,64606,0,California,6,8.4,Barack Obama,democrat,0,2012,20126083
Santa Clara County,85,643091,Barack Obama,450818,1,235640,Mitt Romney,174843,0,California,6,7.9,Barack Obama,democrat,0,2012,20126085
Santa Cruz County,87,120095,Barack Obama,90805,1,41604,Mitt Romney,24047,0,California,6,11.8,Barack Obama,democrat,0,2012,20126087
Shasta County,89,76335,Barack Obama,25819,1,7397,Mitt Romney,48067,0,California,6,14.2,Mitt Romney,republican,1,2012,20126089
Sierra County,91,1795,Barack Obama,653,1,127,Mitt Romney,1056,0,California,6,14.4,Mitt Romney,republican,1,2012,20126091
Siskiyou County,93,19910,Barack Obama,8046,1,2262,Mitt Romney,11077,0,California,6,15.6,Mitt Romney,republican,1,2012,20126093
Solano County,95,152444,Barack Obama,96783,1,48513,Mitt Romney,52092,0,California,6,10.7,Barack Obama,democrat,0,2012,20126095
Sonoma County,97,216508,Barack Obama,153942,1,57775,Mitt Romney,54784,0,California,6,8.9,Barack Obama,democrat,0,2012,20126097
Stanislaus County,99,155369,Barack Obama,77724,1,106826,Mitt Romney,73459,0,California,6,14.9,Barack Obama,democrat,0,2012,20126099
Sutter County,101,31026,Barack Obama,12192,1,13247,Mitt Romney,18122,0,California,6,16.8,Mitt Romney,republican,1,2012,20126101
Tehama County,103,22977,Barack Obama,7934,1,6772,Mitt Romney,14235,0,California,6,13.7,Mitt Romney,republican,1,2012,20126103
Trinity County,105,5674,Barack Obama,2674,1,465,Mitt Romney,2716,0,California,6,14.6,Mitt Romney,republican,1,2012,20126105
Tulare County,107,101100,Barack Obama,41752,1,131722,Mitt Romney,56956,0,California,6,16.2,Mitt Romney,republican,1,2012,20126107
Tuolumne County,109,24687,Barack Obama,9998,1,2240,Mitt Romney,13880,0,California,6,13,Mitt Romney,republican,1,2012,20126109
Ventura County,111,326974,Barack Obama,170929,1,164219,Mitt Romney,147958,0,California,6,9.1,Barack Obama,democrat,0,2012,20126111
Yolo County,113,74475,Barack Obama,48715,1,30491,Mitt Romney,23368,0,California,6,10.6,Barack Obama,democrat,0,2012,20126113
Yuba County,115,19700,Barack Obama,7711,1,8935,Mitt Romney,11275,0,California,6,15.4,Mitt Romney,republican,1,2012,20126115
Adams County,1,176230,Barack Obama,100649,1,82532,Mitt Romney,70972,0,Colorado,8,9.4,Barack Obama,democrat,0,2012,20128001
Alamosa County,3,6715,Barack Obama,3811,1,3647,Mitt Romney,2705,0,Colorado,8,10.4,Barack Obama,democrat,0,2012,20128003
Arapahoe County,5,285516,Barack Obama,153905,1,52462,Mitt Romney,125588,0,Colorado,8,7.7,Barack Obama,democrat,0,2012,20128005
Archuleta County,7,6734,Barack Obama,2679,1,1050,Mitt Romney,3872,0,Colorado,8,10,Mitt Romney,republican,1,2012,20128007
Baca County,9,2106,Barack Obama,467,1,164,Mitt Romney,1559,0,Colorado,8,4.5,Mitt Romney,republican,1,2012,20128009
Bent County,11,1942,Barack Obama,815,1,646,Mitt Romney,1075,0,Colorado,8,8.4,Mitt Romney,republican,1,2012,20128011
Boulder County,13,179499,Barack Obama,125091,1,19593,Mitt Romney,49981,0,Colorado,8,6.2,Barack Obama,democrat,0,2012,20128013
Broomfield County,14,30000,Barack Obama,12000,1,3164,Mitt Romney,18000,0,Colorado,8,6.6,Barack Obama,democrat,0,2012,20128014
Chaffee County,15,10462,Barack Obama,5086,1,639,Mitt Romney,5070,0,Colorado,8,6.8,Barack Obama,democrat,0,2012,20128015
Cheyenne County,17,1093,Barack Obama,172,1,86,Mitt Romney,889,0,Colorado,8,4.6,Mitt Romney,republican,1,2012,20128017
Clear Creek County,19,5743,Barack Obama,3119,1,202,Mitt Romney,2430,0,Colorado,8,7,Barack Obama,democrat,0,2012,20128019
Conejos County,21,4101,Barack Obama,2213,1,2323,Mitt Romney,1835,0,Colorado,8,10.6,Barack Obama,democrat,0,2012,20128021
Costilla County,23,1837,Barack Obama,1340,1,1110,Mitt Romney,446,0,Colorado,8,11.4,Barack Obama,democrat,0,2012,20128023
Crowley County,25,1502,Barack Obama,535,1,373,Mitt Romney,924,0,Colorado,8,8.1,Mitt Romney,republican,1,2012,20128025
Custer County,27,2715,Barack Obama,868,1,73,Mitt Romney,1788,0,Colorado,8,6.3,Mitt Romney,republican,1,2012,20128027
Delta County,29,15925,Barack Obama,4622,1,2040,Mitt Romney,10915,0,Colorado,8,9.7,Mitt Romney,republican,1,2012,20128029
Denver County,31,301694,Barack Obama,222018,1,93978,Mitt Romney,73111,0,Colorado,8,7.9,Barack Obama,democrat,0,2012,20128031
Dolores County,33,1245,Barack Obama,334,1,50,Mitt Romney,859,0,Colorado,8,10.2,Mitt Romney,republican,1,2012,20128033
Douglas County,35,167781,Barack Obama,60991,1,11041,Mitt Romney,104204,0,Colorado,8,6,Mitt Romney,republican,1,2012,20128035
Eagle County,37,22668,Barack Obama,12792,1,7305,Mitt Romney,9411,0,Colorado,8,7.2,Barack Obama,democrat,0,2012,20128037
Elbert County,39,14178,Barack Obama,3603,1,622,Mitt Romney,10266,0,Colorado,8,7.1,Mitt Romney,republican,1,2012,20128039
El Paso County,41,290175,Barack Obama,111819,1,47338,Mitt Romney,170952,0,Colorado,8,8.9,Mitt Romney,republican,1,2012,20128041
Fremont County,43,20416,Barack Obama,6704,1,1626,Mitt Romney,13174,0,Colorado,8,11.7,Mitt Romney,republican,1,2012,20128043
Garfield County,45,24408,Barack Obama,11305,1,7479,Mitt Romney,12535,0,Colorado,8,8.5,Mitt Romney,republican,1,2012,20128045
Gilpin County,47,3338,Barack Obama,1892,1,142,Mitt Romney,1346,0,Colorado,8,6.7,Barack Obama,democrat,0,2012,20128047
Grand County,49,8187,Barack Obama,3684,1,521,Mitt Romney,4253,0,Colorado,8,7.2,Mitt Romney,republican,1,2012,20128049
Gunnison County,51,8667,Barack Obama,5044,1,581,Mitt Romney,3341,0,Colorado,8,6,Barack Obama,democrat,0,2012,20128051
Hinsdale County,53,600,Barack Obama,229,1,12,Mitt Romney,353,0,Colorado,8,4.8,Mitt Romney,republican,1,2012,20128053
Huerfano County,55,3714,Barack Obama,1953,1,1156,Mitt Romney,1646,0,Colorado,8,14.2,Barack Obama,democrat,0,2012,20128055
Jackson County,57,848,Barack Obama,216,1,62,Mitt Romney,600,0,Colorado,8,5.2,Mitt Romney,republican,1,2012,20128057
Jefferson County,59,311052,Barack Obama,159296,1,38996,Mitt Romney,144197,0,Colorado,8,7.4,Barack Obama,democrat,0,2012,20128059
Kiowa County,61,821,Barack Obama,118,1,38,Mitt Romney,677,0,Colorado,8,4.5,Mitt Romney,republican,1,2012,20128061
Kit Carson County,63,3702,Barack Obama,838,1,587,Mitt Romney,2785,0,Colorado,8,4.4,Mitt Romney,republican,1,2012,20128063
Lake County,65,3040,Barack Obama,1839,1,1363,Mitt Romney,1098,0,Colorado,8,8.6,Barack Obama,democrat,0,2012,20128065
La Plata County,67,29184,Barack Obama,15489,1,2981,Mitt Romney,12794,0,Colorado,8,6.6,Barack Obama,democrat,0,2012,20128067
Larimer County,69,180180,Barack Obama,92747,1,15626,Mitt Romney,82376,0,Colorado,8,6.7,Barack Obama,democrat,0,2012,20128069
Las Animas County,71,6862,Barack Obama,3445,1,3133,Mitt Romney,3263,0,Colorado,8,12,Barack Obama,democrat,0,2012,20128071
Lincoln County,73,2287,Barack Obama,552,1,176,Mitt Romney,1687,0,Colorado,8,6.5,Mitt Romney,republican,1,2012,20128073
Logan County,75,9124,Barack Obama,2712,1,1180,Mitt Romney,6179,0,Colorado,8,6,Mitt Romney,republican,1,2012,20128075
Mesa County,77,72947,Barack Obama,23846,1,9593,Mitt Romney,47472,0,Colorado,8,9.7,Mitt Romney,republican,1,2012,20128077
Mineral County,79,650,Barack Obama,291,1,10,Mitt Romney,344,0,Colorado,8,5.4,Mitt Romney,republican,1,2012,20128079
Moffat County,81,6168,Barack Obama,1330,1,933,Mitt Romney,4695,0,Colorado,8,8.3,Mitt Romney,republican,1,2012,20128081
Montezuma County,83,12318,Barack Obama,4542,1,1389,Mitt Romney,7401,0,Colorado,8,8.5,Mitt Romney,republican,1,2012,20128083
Montrose County,85,20130,Barack Obama,6138,1,3930,Mitt Romney,13552,0,Colorado,8,10.3,Mitt Romney,republican,1,2012,20128085
Morgan County,87,10777,Barack Obama,3912,1,4708,Mitt Romney,6602,0,Colorado,8,6.8,Mitt Romney,republican,1,2012,20128087
Otero County,89,8192,Barack Obama,3647,1,3859,Mitt Romney,4382,0,Colorado,8,10.3,Mitt Romney,republican,1,2012,20128089
Ouray County,91,3202,Barack Obama,1646,1,111,Mitt Romney,1481,0,Colorado,8,9.4,Barack Obama,democrat,0,2012,20128091
Park County,93,9366,Barack Obama,3862,1,384,Mitt Romney,5236,0,Colorado,8,6.9,Mitt Romney,republican,1,2012,20128093
Phillips County,95,2265,Barack Obama,588,1,411,Mitt Romney,1637,0,Colorado,8,5.1,Mitt Romney,republican,1,2012,20128095
Pitkin County,97,10075,Barack Obama,6849,1,757,Mitt Romney,3024,0,Colorado,8,7.2,Barack Obama,democrat,0,2012,20128097
Prowers County,99,4863,Barack Obama,1519,1,2185,Mitt Romney,3230,0,Colorado,8,7,Mitt Romney,republican,1,2012,20128099
Pueblo County,101,76194,Barack Obama,42551,1,33334,Mitt Romney,31894,0,Colorado,8,10.7,Barack Obama,democrat,0,2012,20128101
Rio Blanco County,103,3369,Barack Obama,568,1,309,Mitt Romney,2724,0,Colorado,8,8.3,Mitt Romney,republican,1,2012,20128103
Rio Grande County,105,5533,Barack Obama,2478,1,2597,Mitt Romney,2918,0,Colorado,8,12.2,Mitt Romney,republican,1,2012,20128105
Routt County,107,13317,Barack Obama,7547,1,748,Mitt Romney,5469,0,Colorado,8,7.2,Barack Obama,democrat,0,2012,20128107
Saguache County,109,2930,Barack Obama,1864,1,1211,Mitt Romney,964,0,Colorado,8,11.1,Barack Obama,democrat,0,2012,20128109
San Juan County,111,506,Barack Obama,266,1,34,Mitt Romney,212,0,Colorado,8,9.9,Barack Obama,democrat,0,2012,20128111
San Miguel County,113,4256,Barack Obama,2992,1,269,Mitt Romney,1154,0,Colorado,8,7.8,Barack Obama,democrat,0,2012,20128113
Sedgwick County,115,1338,Barack Obama,419,1,139,Mitt Romney,881,0,Colorado,8,7,Mitt Romney,republican,1,2012,20128115
Summit County,117,15312,Barack Obama,9347,1,1856,Mitt Romney,5571,0,Colorado,8,6,Barack Obama,democrat,0,2012,20128117
Teller County,119,13407,Barack Obama,4333,1,684,Mitt Romney,8702,0,Colorado,8,8.4,Mitt Romney,republican,1,2012,20128119
Washington County,121,2591,Barack Obama,468,1,177,Mitt Romney,2076,0,Colorado,8,4.9,Mitt Romney,republican,1,2012,20128121
Weld County,123,115866,Barack Obama,49050,1,35412,Mitt Romney,63775,0,Colorado,8,7.8,Mitt Romney,republican,1,2012,20128123
Yuma County,125,4577,Barack Obama,987,1,987,Mitt Romney,3490,0,Colorado,8,5.1,Mitt Romney,republican,1,2012,20128125
Fairfield County,1,396130,Barack Obama,217294,0,76684,Mitt Romney,175168,0,Connecticut,9,7.8,Barack Obama,democrat,0,2012,20129001
Hartford County,3,392240,Barack Obama,244639,0,70617,Mitt Romney,143238,0,Connecticut,9,8.5,Barack Obama,democrat,0,2012,20129003
Litchfield County,5,92427,Barack Obama,43856,0,4247,Mitt Romney,47201,0,Connecticut,9,7.6,Mitt Romney,republican,1,2012,20129005
Middlesex County,7,83538,Barack Obama,47855,0,3967,Mitt Romney,34591,0,Connecticut,9,7.2,Barack Obama,democrat,0,2012,20129007
New Haven County,9,361026,Barack Obama,218972,0,65921,Mitt Romney,138357,0,Connecticut,9,9.1,Barack Obama,democrat,0,2012,20129009
New London County,11,115102,Barack Obama,67144,0,11335,Mitt Romney,46119,0,Connecticut,9,8.7,Barack Obama,democrat,0,2012,20129011
Tolland County,13,46588,Barack Obama,25957,0,3043,Mitt Romney,19768,0,Connecticut,9,7.3,Barack Obama,democrat,0,2012,20129013
Windham County,15,46494,Barack Obama,25957,0,5540,Mitt Romney,19768,0,Connecticut,9,9.4,Barack Obama,democrat,0,2012,20129015
Autauga County,1,24973,Hillary Clinton,5936,1,697,Donald Trump,18172,1,Alabama,1,5.1,Donald Trump,republican,1,2016,20161001
Baldwin County,3,95215,Hillary Clinton,18458,1,4110,Donald Trump,72883,1,Alabama,1,5.3,Donald Trump,republican,1,2016,20161003
Barbour County,5,10469,Hillary Clinton,4871,1,497,Donald Trump,5454,1,Alabama,1,8.3,Donald Trump,republican,1,2016,20161005
Bibb County,7,8819,Hillary Clinton,1874,1,196,Donald Trump,6738,1,Alabama,1,6.4,Donald Trump,republican,1,2016,20161007
Blount County,9,25588,Hillary Clinton,2156,1,2301,Donald Trump,22859,1,Alabama,1,5.4,Donald Trump,republican,1,2016,20161009
Bullock County,11,4710,Hillary Clinton,3530,1,340,Donald Trump,1140,1,Alabama,1,6.8,Hillary Clinton,democrat,0,2016,20161011
Butler County,13,8732,Hillary Clinton,3726,1,115,Donald Trump,4901,1,Alabama,1,6.9,Donald Trump,republican,1,2016,20161013
Calhoun County,15,47864,Hillary Clinton,13242,1,1859,Donald Trump,32865,1,Alabama,1,6.5,Donald Trump,republican,1,2016,20161015
Chambers County,17,13900,Hillary Clinton,5784,1,275,Donald Trump,7843,1,Alabama,1,5.4,Donald Trump,republican,1,2016,20161017
Cherokee County,19,10733,Hillary Clinton,1547,1,197,Donald Trump,8953,1,Alabama,1,5,Donald Trump,republican,1,2016,20161019
Chilton County,21,18369,Hillary Clinton,2911,1,1466,Donald Trump,15081,1,Alabama,1,5.5,Donald Trump,republican,1,2016,20161021
Choctaw County,23,7292,Hillary Clinton,3109,1,60,Donald Trump,4106,1,Alabama,1,8.5,Donald Trump,republican,1,2016,20161023
Clarke County,25,13031,Hillary Clinton,5749,1,160,Donald Trump,7140,1,Alabama,1,10.8,Donald Trump,republican,1,2016,20161025
Clay County,27,6624,Hillary Clinton,1237,1,173,Donald Trump,5245,1,Alabama,1,5.9,Donald Trump,republican,1,2016,20161027
Cleburne County,29,6593,Hillary Clinton,684,1,147,Donald Trump,5764,1,Alabama,1,6,Donald Trump,republican,1,2016,20161029
Coffee County,31,20767,Hillary Clinton,4221,1,1469,Donald Trump,15875,1,Alabama,1,5.8,Donald Trump,republican,1,2016,20161031
Colbert County,33,24915,Hillary Clinton,7312,1,556,Donald Trump,16746,1,Alabama,1,6.9,Donald Trump,republican,1,2016,20161033
Conecuh County,35,6585,Hillary Clinton,3080,1,86,Donald Trump,3420,1,Alabama,1,8.4,Donald Trump,republican,1,2016,20161035
Coosa County,37,5252,Hillary Clinton,1782,1,109,Donald Trump,3381,1,Alabama,1,6,Donald Trump,republican,1,2016,20161037
Covington County,39,15940,Hillary Clinton,2387,1,273,Donald Trump,13267,1,Alabama,1,6.7,Donald Trump,republican,1,2016,20161039
Crenshaw County,41,6267,Hillary Clinton,1664,1,92,Donald Trump,4513,1,Alabama,1,5.8,Donald Trump,republican,1,2016,20161041
Cullman County,43,37873,Hillary Clinton,3798,1,1560,Donald Trump,32989,1,Alabama,1,5,Donald Trump,republican,1,2016,20161043
Dale County,45,18749,Hillary Clinton,4413,1,1404,Donald Trump,13808,1,Alabama,1,5.8,Donald Trump,republican,1,2016,20161045
Dallas County,47,18792,Hillary Clinton,12836,1,173,Donald Trump,5789,1,Alabama,1,9.2,Hillary Clinton,democrat,0,2016,20161047
DeKalb County,49,25826,Hillary Clinton,3622,1,4756,Donald Trump,21405,1,Alabama,1,6,Donald Trump,republican,1,2016,20161049
Elmore County,51,37260,Hillary Clinton,8443,1,1179,Donald Trump,27634,1,Alabama,1,4.7,Donald Trump,republican,1,2016,20161051
Escambia County,53,14845,Hillary Clinton,4605,1,331,Donald Trump,9935,1,Alabama,1,6.6,Donald Trump,republican,1,2016,20161053
Etowah County,55,44164,Hillary Clinton,10442,1,1698,Donald Trump,32353,1,Alabama,1,5.9,Donald Trump,republican,1,2016,20161055
Fayette County,57,8249,Hillary Clinton,1362,1,123,Donald Trump,6712,1,Alabama,1,6.7,Donald Trump,republican,1,2016,20161057
Franklin County,59,12040,Hillary Clinton,2197,1,2207,Donald Trump,9466,1,Alabama,1,5.9,Donald Trump,republican,1,2016,20161059
Geneva County,61,11758,Hillary Clinton,1525,1,426,Donald Trump,9994,1,Alabama,1,5.8,Donald Trump,republican,1,2016,20161061
Greene County,63,4880,Hillary Clinton,4013,1,40,Donald Trump,838,1,Alabama,1,9.9,Hillary Clinton,democrat,0,2016,20161063
Hale County,65,8040,Hillary Clinton,4775,1,92,Donald Trump,3173,1,Alabama,1,7.6,Hillary Clinton,democrat,0,2016,20161065
Henry County,67,8072,Hillary Clinton,2292,1,201,Donald Trump,5632,1,Alabama,1,6.5,Donald Trump,republican,1,2016,20161067
Houston County,69,42639,Hillary Clinton,10664,1,1571,Donald Trump,30728,1,Alabama,1,5.8,Donald Trump,republican,1,2016,20161069
Jackson County,71,20984,Hillary Clinton,3673,1,667,Donald Trump,16672,1,Alabama,1,6.3,Donald Trump,republican,1,2016,20161071
Jefferson County,73,304191,Hillary Clinton,156873,1,11020,Donald Trump,134768,1,Alabama,1,5.7,Hillary Clinton,democrat,0,2016,20161073
Lamar County,75,6966,Hillary Clinton,1036,1,93,Donald Trump,5823,1,Alabama,1,5.6,Donald Trump,republican,1,2016,20161075
Lauderdale County,77,39525,Hillary Clinton,9952,1,1063,Donald Trump,27899,1,Alabama,1,6.3,Donald Trump,republican,1,2016,20161077
Lawrence County,79,14829,Hillary Clinton,3627,1,331,Donald Trump,10833,1,Alabama,1,6.9,Donald Trump,republican,1,2016,20161079
Lee County,81,59191,Hillary Clinton,21230,1,2514,Donald Trump,34617,1,Alabama,1,5.2,Donald Trump,republican,1,2016,20161081
Limestone County,83,40294,Hillary Clinton,9468,1,2443,Donald Trump,29067,1,Alabama,1,5.2,Donald Trump,republican,1,2016,20161083
Lowndes County,85,6684,Hillary Clinton,4883,1,78,Donald Trump,1751,1,Alabama,1,10.5,Hillary Clinton,democrat,0,2016,20161085
