COUNTY,COUNTY_FIPS,COUNTY_TOTALVOTES,DEM_CANDIDATE,DEM_VOTES,HOUSE_WINNING_BINARY,MARGIN_VICTORY,REP_CANDIDATE,REP_VOTES,SENATE_WINNING_BINARY,STATE,STATE_FIPS,UNEMPLOYMENT_RATE,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,YEAR,YEAR_FIPS
Washington County,143,70460,Barack Obama,28236,1,-0.162531933,Mitt Romney,39688,1,Arkansas,5,5.6,Mitt Romney,republican,1,2012,20125143
White County,145,26514,Barack Obama,5765,1,-0.537301049,Mitt Romney,20011,1,Arkansas,5,7.9,Mitt Romney,republican,1,2012,20125145
Woodruff County,147,2685,Barack Obama,1340,1,0.042085661,Mitt Romney,1227,1,Arkansas,5,10.2,Barack Obama,democrat,0,2012,20125147
Yell County,149,5974,Barack Obama,1722,1,-0.388349515,Mitt Romney,4042,1,Arkansas,5,6.7,Mitt Romney,republican,1,2012,20125149
Alameda County,1,595642,Barack Obama,469684,1,0.606911534,Mitt Romney,108182,0,California,6,8.7,Barack Obama,democrat,0,2012,20126001
Alpine County,3,653,Barack Obama,389,1,0.234303216,Mitt Romney,236,0,California,6,11.2,Barack Obama,democrat,0,2012,20126003
Amador County,5,17649,Barack Obama,6830,1,-0.195535158,Mitt Romney,10281,0,California,6,12.3,Mitt Romney,republican,1,2012,20126005
Butte County,7,90752,Barack Obama,42669,1,-0.019944464,Mitt Romney,44479,0,California,6,12.2,Mitt Romney,republican,1,2012,20126007
Calaveras County,9,21786,Barack Obama,8670,1,-0.169604333,Mitt Romney,12365,0,California,6,12.4,Mitt Romney,republican,1,2012,20126009
Colusa County,11,6034,Barack Obama,2314,1,-0.213291349,Mitt Romney,3601,0,California,6,20.7,Mitt Romney,republican,1,2012,20126011
Contra Costa County,13,438226,Barack Obama,290824,1,0.352117401,Mitt Romney,136517,0,California,6,8.9,Barack Obama,democrat,0,2012,20126013
Del Norte County,15,8770,Barack Obama,3791,1,-0.093842645,Mitt Romney,4614,0,California,6,13.5,Mitt Romney,republican,1,2012,20126015
El Dorado County,17,88774,Barack Obama,35166,1,-0.178058891,Mitt Romney,50973,0,California,6,10.2,Mitt Romney,republican,1,2012,20126017
Fresno County,19,258827,Barack Obama,129129,1,0.017923169,Mitt Romney,124490,0,California,6,15.1,Barack Obama,democrat,0,2012,20126019
Glenn County,21,9211,Barack Obama,3301,1,-0.253066985,Mitt Romney,5632,0,California,6,14.2,Mitt Romney,republican,1,2012,20126021
Humboldt County,23,57470,Barack Obama,34457,1,0.272002784,Mitt Romney,18825,0,California,6,9.6,Barack Obama,democrat,0,2012,20126023
Imperial County,25,38565,Barack Obama,25136,1,0.320471931,Mitt Romney,12777,0,California,6,27.4,Barack Obama,democrat,0,2012,20126025
Inyo County,27,8036,Barack Obama,3422,1,-0.114235938,Mitt Romney,4340,0,California,6,9.1,Mitt Romney,republican,1,2012,20126027
Kern County,29,221472,Barack Obama,89495,1,-0.167619383,Mitt Romney,126618,0,California,6,13.1,Mitt Romney,republican,1,2012,20126029
Kings County,31,31418,Barack Obama,12979,1,-0.149341142,Mitt Romney,17671,0,California,6,14.9,Mitt Romney,republican,1,2012,20126031
Lake County,33,23391,Barack Obama,13163,1,0.169424137,Mitt Romney,9200,0,California,6,12.8,Barack Obama,democrat,0,2012,20126033
Lassen County,35,10683,Barack Obama,3053,1,-0.397173079,Mitt Romney,7296,0,California,6,12.5,Mitt Romney,republican,1,2012,20126035
Los Angeles County,37,3181067,Barack Obama,2216903,1,0.418592252,Mitt Romney,885333,0,California,6,10.9,Barack Obama,democrat,0,2012,20126037
Madera County,39,39866,Barack Obama,16018,1,-0.171424271,Mitt Romney,22852,0,California,6,14.4,Mitt Romney,republican,1,2012,20126039
Marin County,41,134516,Barack Obama,99896,1,0.513069077,Mitt Romney,30880,0,California,6,6.3,Barack Obama,democrat,0,2012,20126041
Mariposa County,43,9000,Barack Obama,3498,1,-0.182444444,Mitt Romney,5140,0,California,6,12.2,Mitt Romney,republican,1,2012,20126043
Mendocino County,45,35017,Barack Obama,23193,1,0.386526544,Mitt Romney,9658,0,California,6,10,Barack Obama,democrat,0,2012,20126045
Merced County,47,62057,Barack Obama,33005,1,0.087403516,Mitt Romney,27581,0,California,6,16.3,Barack Obama,democrat,0,2012,20126047
Modoc County,49,3986,Barack Obama,1111,1,-0.41796287,Mitt Romney,2777,0,California,6,14.4,Mitt Romney,republican,1,2012,20126049
Mono County,51,5181,Barack Obama,2733,1,0.086469793,Mitt Romney,2285,0,California,6,10.3,Barack Obama,democrat,0,2012,20126051
Monterey County,53,123518,Barack Obama,82920,1,0.368610243,Mitt Romney,37390,0,California,6,11.6,Barack Obama,democrat,0,2012,20126053
Napa County,55,56968,Barack Obama,35870,1,0.286897908,Mitt Romney,19526,0,California,6,8.4,Barack Obama,democrat,0,2012,20126055
Nevada County,57,51676,Barack Obama,24663,1,-0.006250484,Mitt Romney,24986,0,California,6,9.7,Mitt Romney,republican,1,2012,20126057
Orange County,59,1122664,Barack Obama,512440,1,-0.062255492,Mitt Romney,582332,0,California,6,7.9,Mitt Romney,republican,1,2012,20126059
Placer County,61,171322,Barack Obama,66818,1,-0.193220952,Mitt Romney,99921,0,California,6,9.4,Mitt Romney,republican,1,2012,20126061
Plumas County,63,10047,Barack Obama,4026,1,-0.168707077,Mitt Romney,5721,0,California,6,16.1,Mitt Romney,republican,1,2012,20126063
Riverside County,65,661907,Barack Obama,329063,1,0.016521959,Mitt Romney,318127,0,California,6,11.6,Barack Obama,democrat,0,2012,20126065
Sacramento County,67,516809,Barack Obama,300503,1,0.189603896,Mitt Romney,202514,0,California,6,10.5,Barack Obama,democrat,0,2012,20126067
San Benito County,69,19044,Barack Obama,11276,1,0.206521739,Mitt Romney,7343,0,California,6,13,Barack Obama,democrat,0,2012,20126069
San Bernardino County,71,581517,Barack Obama,305109,1,0.073516337,Mitt Romney,262358,0,California,6,11.4,Barack Obama,democrat,0,2012,20126071
San Diego County,73,1192282,Barack Obama,626957,1,0.075679244,Mitt Romney,536726,0,California,6,9.1,Barack Obama,democrat,0,2012,20126073
San Francisco County,75,361209,Barack Obama,301723,1,0.704985202,Mitt Romney,47076,0,California,6,6.8,Barack Obama,democrat,0,2012,20126075
San Joaquin County,77,204697,Barack Obama,114121,1,0.137031808,Mitt Romney,86071,0,California,6,14.4,Barack Obama,democrat,0,2012,20126077
San Luis Obispo County,79,125638,Barack Obama,61258,1,0.010275554,Mitt Romney,59967,0,California,6,8.2,Barack Obama,democrat,0,2012,20126079
San Mateo County,81,285720,Barack Obama,206085,1,0.466642167,Mitt Romney,72756,0,California,6,6.4,Barack Obama,democrat,0,2012,20126081
Santa Barbara County,83,163320,Barack Obama,94129,1,0.180767818,Mitt Romney,64606,0,California,6,8.4,Barack Obama,democrat,0,2012,20126083
Santa Clara County,85,643091,Barack Obama,450818,1,0.429138333,Mitt Romney,174843,0,California,6,7.9,Barack Obama,democrat,0,2012,20126085
Santa Cruz County,87,120095,Barack Obama,90805,1,0.555876598,Mitt Romney,24047,0,California,6,11.8,Barack Obama,democrat,0,2012,20126087
Shasta County,89,76335,Barack Obama,25819,1,-0.291452152,Mitt Romney,48067,0,California,6,14.2,Mitt Romney,republican,1,2012,20126089
Sierra County,91,1795,Barack Obama,653,1,-0.224512535,Mitt Romney,1056,0,California,6,14.4,Mitt Romney,republican,1,2012,20126091
Siskiyou County,93,19910,Barack Obama,8046,1,-0.152235058,Mitt Romney,11077,0,California,6,15.6,Mitt Romney,republican,1,2012,20126093
Solano County,95,152444,Barack Obama,96783,1,0.293163391,Mitt Romney,52092,0,California,6,10.7,Barack Obama,democrat,0,2012,20126095
Sonoma County,97,216508,Barack Obama,153942,1,0.457987696,Mitt Romney,54784,0,California,6,8.9,Barack Obama,democrat,0,2012,20126097
Stanislaus County,99,155369,Barack Obama,77724,1,0.027450778,Mitt Romney,73459,0,California,6,14.9,Barack Obama,democrat,0,2012,20126099
Sutter County,101,31026,Barack Obama,12192,1,-0.19113002,Mitt Romney,18122,0,California,6,16.8,Mitt Romney,republican,1,2012,20126101
Tehama County,103,22977,Barack Obama,7934,1,-0.274230752,Mitt Romney,14235,0,California,6,13.7,Mitt Romney,republican,1,2012,20126103
Trinity County,105,5674,Barack Obama,2674,1,-0.007402185,Mitt Romney,2716,0,California,6,14.6,Mitt Romney,republican,1,2012,20126105
Tulare County,107,101100,Barack Obama,41752,1,-0.150385757,Mitt Romney,56956,0,California,6,16.2,Mitt Romney,republican,1,2012,20126107
Tuolumne County,109,24687,Barack Obama,9998,1,-0.157248754,Mitt Romney,13880,0,California,6,13,Mitt Romney,republican,1,2012,20126109
Ventura County,111,326974,Barack Obama,170929,1,0.070253292,Mitt Romney,147958,0,California,6,9.1,Barack Obama,democrat,0,2012,20126111
Yolo County,113,74475,Barack Obama,48715,1,0.340342397,Mitt Romney,23368,0,California,6,10.6,Barack Obama,democrat,0,2012,20126113
Yuba County,115,19700,Barack Obama,7711,1,-0.180913706,Mitt Romney,11275,0,California,6,15.4,Mitt Romney,republican,1,2012,20126115
Adams County,1,176230,Barack Obama,100649,1,0.168399251,Mitt Romney,70972,0,Colorado,8,9.4,Barack Obama,democrat,0,2012,20128001
Alamosa County,3,6715,Barack Obama,3811,1,0.164705882,Mitt Romney,2705,0,Colorado,8,10.4,Barack Obama,democrat,0,2012,20128003
Arapahoe County,5,285516,Barack Obama,153905,1,0.09917833,Mitt Romney,125588,0,Colorado,8,7.7,Barack Obama,democrat,0,2012,20128005
Archuleta County,7,6734,Barack Obama,2679,1,-0.177160677,Mitt Romney,3872,0,Colorado,8,10,Mitt Romney,republican,1,2012,20128007
Baca County,9,2106,Barack Obama,467,1,-0.518518519,Mitt Romney,1559,0,Colorado,8,4.5,Mitt Romney,republican,1,2012,20128009
Bent County,11,1942,Barack Obama,815,1,-0.133882595,Mitt Romney,1075,0,Colorado,8,8.4,Mitt Romney,republican,1,2012,20128011
Boulder County,13,179499,Barack Obama,125091,1,0.418442443,Mitt Romney,49981,0,Colorado,8,6.2,Barack Obama,democrat,0,2012,20128013
Broomfield County,14,30000,Barack Obama,18000,1,-0.2,Mitt Romney,12000,0,Colorado,8,6.6,Barack Obama,democrat,0,2012,20128014
Chaffee County,15,10462,Barack Obama,5086,1,0.001529344,Mitt Romney,5070,0,Colorado,8,6.8,Barack Obama,democrat,0,2012,20128015
Cheyenne County,17,1093,Barack Obama,172,1,-0.655992681,Mitt Romney,889,0,Colorado,8,4.6,Mitt Romney,republican,1,2012,20128017
Clear Creek County,19,5743,Barack Obama,3119,1,0.11997214,Mitt Romney,2430,0,Colorado,8,7,Barack Obama,democrat,0,2012,20128019
Conejos County,21,4101,Barack Obama,2213,1,0.092172641,Mitt Romney,1835,0,Colorado,8,10.6,Barack Obama,democrat,0,2012,20128021
Costilla County,23,1837,Barack Obama,1340,1,0.486663038,Mitt Romney,446,0,Colorado,8,11.4,Barack Obama,democrat,0,2012,20128023
Crowley County,25,1502,Barack Obama,535,1,-0.258988016,Mitt Romney,924,0,Colorado,8,8.1,Mitt Romney,republican,1,2012,20128025
Custer County,27,2715,Barack Obama,868,1,-0.338858195,Mitt Romney,1788,0,Colorado,8,6.3,Mitt Romney,republican,1,2012,20128027
Delta County,29,15925,Barack Obama,4622,1,-0.395164835,Mitt Romney,10915,0,Colorado,8,9.7,Mitt Romney,republican,1,2012,20128029
Denver County,31,301694,Barack Obama,222018,1,0.493569643,Mitt Romney,73111,0,Colorado,8,7.9,Barack Obama,democrat,0,2012,20128031
Dolores County,33,1245,Barack Obama,334,1,-0.421686747,Mitt Romney,859,0,Colorado,8,10.2,Mitt Romney,republican,1,2012,20128033
Douglas County,35,167781,Barack Obama,60991,1,-0.257555981,Mitt Romney,104204,0,Colorado,8,6,Mitt Romney,republican,1,2012,20128035
Eagle County,37,22668,Barack Obama,12792,1,0.149152991,Mitt Romney,9411,0,Colorado,8,7.2,Barack Obama,democrat,0,2012,20128037
Elbert County,39,14178,Barack Obama,3603,1,-0.469953449,Mitt Romney,10266,0,Colorado,8,7.1,Mitt Romney,republican,1,2012,20128039
El Paso County,41,290175,Barack Obama,111819,1,-0.203783923,Mitt Romney,170952,0,Colorado,8,8.9,Mitt Romney,republican,1,2012,20128041
Fremont County,43,20416,Barack Obama,6704,1,-0.316908307,Mitt Romney,13174,0,Colorado,8,11.7,Mitt Romney,republican,1,2012,20128043
Garfield County,45,24408,Barack Obama,11305,1,-0.050393314,Mitt Romney,12535,0,Colorado,8,8.5,Mitt Romney,republican,1,2012,20128045
Gilpin County,47,3338,Barack Obama,1892,1,0.163571001,Mitt Romney,1346,0,Colorado,8,6.7,Barack Obama,democrat,0,2012,20128047
Grand County,49,8187,Barack Obama,3684,1,-0.069500428,Mitt Romney,4253,0,Colorado,8,7.2,Mitt Romney,republican,1,2012,20128049
Gunnison County,51,8667,Barack Obama,5044,1,0.196492443,Mitt Romney,3341,0,Colorado,8,6,Barack Obama,democrat,0,2012,20128051
Hinsdale County,53,600,Barack Obama,229,1,-0.206666667,Mitt Romney,353,0,Colorado,8,4.8,Mitt Romney,republican,1,2012,20128053
Huerfano County,55,3714,Barack Obama,1953,1,0.082660205,Mitt Romney,1646,0,Colorado,8,14.2,Barack Obama,democrat,0,2012,20128055
Jackson County,57,848,Barack Obama,216,1,-0.452830189,Mitt Romney,600,0,Colorado,8,5.2,Mitt Romney,republican,1,2012,20128057
Jefferson County,59,311052,Barack Obama,159296,1,0.048541723,Mitt Romney,144197,0,Colorado,8,7.4,Barack Obama,democrat,0,2012,20128059
Kiowa County,61,821,Barack Obama,118,1,-0.680876979,Mitt Romney,677,0,Colorado,8,4.5,Mitt Romney,republican,1,2012,20128061
Kit Carson County,63,3702,Barack Obama,838,1,-0.525931929,Mitt Romney,2785,0,Colorado,8,4.4,Mitt Romney,republican,1,2012,20128063
Lake County,65,3040,Barack Obama,1839,1,0.24375,Mitt Romney,1098,0,Colorado,8,8.6,Barack Obama,democrat,0,2012,20128065
La Plata County,67,29184,Barack Obama,15489,1,0.092345121,Mitt Romney,12794,0,Colorado,8,6.6,Barack Obama,democrat,0,2012,20128067
Larimer County,69,180180,Barack Obama,92747,1,0.057559108,Mitt Romney,82376,0,Colorado,8,6.7,Barack Obama,democrat,0,2012,20128069
Las Animas County,71,6862,Barack Obama,3445,1,0.02652288,Mitt Romney,3263,0,Colorado,8,12,Barack Obama,democrat,0,2012,20128071
Lincoln County,73,2287,Barack Obama,552,1,-0.496283341,Mitt Romney,1687,0,Colorado,8,6.5,Mitt Romney,republican,1,2012,20128073
Logan County,75,9124,Barack Obama,2712,1,-0.379986848,Mitt Romney,6179,0,Colorado,8,6,Mitt Romney,republican,1,2012,20128075
Mesa County,77,72947,Barack Obama,23846,1,-0.323878981,Mitt Romney,47472,0,Colorado,8,9.7,Mitt Romney,republican,1,2012,20128077
Mineral County,79,650,Barack Obama,291,1,-0.081538462,Mitt Romney,344,0,Colorado,8,5.4,Mitt Romney,republican,1,2012,20128079
Moffat County,81,6168,Barack Obama,1330,1,-0.545557717,Mitt Romney,4695,0,Colorado,8,8.3,Mitt Romney,republican,1,2012,20128081
Montezuma County,83,12318,Barack Obama,4542,1,-0.232099367,Mitt Romney,7401,0,Colorado,8,8.5,Mitt Romney,republican,1,2012,20128083
Montrose County,85,20130,Barack Obama,6138,1,-0.368306011,Mitt Romney,13552,0,Colorado,8,10.3,Mitt Romney,republican,1,2012,20128085
Morgan County,87,10777,Barack Obama,3912,1,-0.249605642,Mitt Romney,6602,0,Colorado,8,6.8,Mitt Romney,republican,1,2012,20128087
Otero County,89,8192,Barack Obama,3647,1,-0.08972168,Mitt Romney,4382,0,Colorado,8,10.3,Mitt Romney,republican,1,2012,20128089
Ouray County,91,3202,Barack Obama,1646,1,0.051530294,Mitt Romney,1481,0,Colorado,8,9.4,Barack Obama,democrat,0,2012,20128091
Park County,93,9366,Barack Obama,3862,1,-0.146700833,Mitt Romney,5236,0,Colorado,8,6.9,Mitt Romney,republican,1,2012,20128093
Phillips County,95,2265,Barack Obama,588,1,-0.463134658,Mitt Romney,1637,0,Colorado,8,5.1,Mitt Romney,republican,1,2012,20128095
Pitkin County,97,10075,Barack Obama,6849,1,0.379652605,Mitt Romney,3024,0,Colorado,8,7.2,Barack Obama,democrat,0,2012,20128097
Prowers County,99,4863,Barack Obama,1519,1,-0.351840428,Mitt Romney,3230,0,Colorado,8,7,Mitt Romney,republican,1,2012,20128099
Pueblo County,101,76194,Barack Obama,42551,1,0.139866656,Mitt Romney,31894,0,Colorado,8,10.7,Barack Obama,democrat,0,2012,20128101
Rio Blanco County,103,3369,Barack Obama,568,1,-0.639952508,Mitt Romney,2724,0,Colorado,8,8.3,Mitt Romney,republican,1,2012,20128103
Rio Grande County,105,5533,Barack Obama,2478,1,-0.079522863,Mitt Romney,2918,0,Colorado,8,12.2,Mitt Romney,republican,1,2012,20128105
Routt County,107,13317,Barack Obama,7547,1,0.15604115,Mitt Romney,5469,0,Colorado,8,7.2,Barack Obama,democrat,0,2012,20128107
Saguache County,109,2930,Barack Obama,1864,1,0.307167235,Mitt Romney,964,0,Colorado,8,11.1,Barack Obama,democrat,0,2012,20128109
San Juan County,111,506,Barack Obama,266,1,0.106719368,Mitt Romney,212,0,Colorado,8,9.9,Barack Obama,democrat,0,2012,20128111
San Miguel County,113,4256,Barack Obama,2992,1,0.431860902,Mitt Romney,1154,0,Colorado,8,7.8,Barack Obama,democrat,0,2012,20128113
Sedgwick County,115,1338,Barack Obama,419,1,-0.34529148,Mitt Romney,881,0,Colorado,8,7,Mitt Romney,republican,1,2012,20128115
Summit County,117,15312,Barack Obama,9347,1,0.246603971,Mitt Romney,5571,0,Colorado,8,6,Barack Obama,democrat,0,2012,20128117
Teller County,119,13407,Barack Obama,4333,1,-0.325874543,Mitt Romney,8702,0,Colorado,8,8.4,Mitt Romney,republican,1,2012,20128119
Washington County,121,2591,Barack Obama,468,1,-0.620609803,Mitt Romney,2076,0,Colorado,8,4.9,Mitt Romney,republican,1,2012,20128121
Weld County,123,115866,Barack Obama,49050,1,-0.127086462,Mitt Romney,63775,0,Colorado,8,7.8,Mitt Romney,republican,1,2012,20128123
Yuma County,125,4577,Barack Obama,987,1,-0.546864759,Mitt Romney,3490,0,Colorado,8,5.1,Mitt Romney,republican,1,2012,20128125
Fairfield County,1,396130,Barack Obama,217294,0,0.106343877,Mitt Romney,175168,0,Connecticut,9,7.8,Barack Obama,democrat,0,2012,20129001
Hartford County,3,392240,Barack Obama,244639,0,0.258517744,Mitt Romney,143238,0,Connecticut,9,8.5,Barack Obama,democrat,0,2012,20129003
Litchfield County,5,92427,Barack Obama,43856,0,-0.036190723,Mitt Romney,47201,0,Connecticut,9,7.6,Mitt Romney,republican,1,2012,20129005
Middlesex County,7,83538,Barack Obama,47855,0,0.158778041,Mitt Romney,34591,0,Connecticut,9,7.2,Barack Obama,democrat,0,2012,20129007
New Haven County,9,361026,Barack Obama,218972,0,0.223294167,Mitt Romney,138357,0,Connecticut,9,9.1,Barack Obama,democrat,0,2012,20129009
New London County,11,115102,Barack Obama,67144,0,0.182664072,Mitt Romney,46119,0,Connecticut,9,8.7,Barack Obama,democrat,0,2012,20129011
Tolland County,13,46588,Barack Obama,25957,0,0.132845368,Mitt Romney,19768,0,Connecticut,9,7.3,Barack Obama,democrat,0,2012,20129013
Windham County,15,46494,Barack Obama,25957,0,0.13311395,Mitt Romney,19768,0,Connecticut,9,9.4,Barack Obama,democrat,0,2012,20129015
Autauga County,1,24973,Hillary Clinton,5936,1,-0.489969167,Donald Trump,18172,1,Alabama,1,5.1,Donald Trump,republican,1,2016,20161001
Baldwin County,3,95215,Hillary Clinton,18458,1,-0.571601113,Donald Trump,72883,1,Alabama,1,5.3,Donald Trump,republican,1,2016,20161003
Barbour County,5,10469,Hillary Clinton,4871,1,-0.055688222,Donald Trump,5454,1,Alabama,1,8.3,Donald Trump,republican,1,2016,20161005
Bibb County,7,8819,Hillary Clinton,1874,1,-0.551536455,Donald Trump,6738,1,Alabama,1,6.4,Donald Trump,republican,1,2016,20161007
Blount County,9,25588,Hillary Clinton,2156,1,-0.809090199,Donald Trump,22859,1,Alabama,1,5.4,Donald Trump,republican,1,2016,20161009
Bullock County,11,4710,Hillary Clinton,3530,1,0.507430998,Donald Trump,1140,1,Alabama,1,6.8,Hillary Clinton,democrat,0,2016,20161011
Butler County,13,8732,Hillary Clinton,3726,1,-0.134562529,Donald Trump,4901,1,Alabama,1,6.9,Donald Trump,republican,1,2016,20161013
Calhoun County,15,47864,Hillary Clinton,13242,1,-0.409974093,Donald Trump,32865,1,Alabama,1,6.5,Donald Trump,republican,1,2016,20161015
Chambers County,17,13900,Hillary Clinton,5784,1,-0.148129496,Donald Trump,7843,1,Alabama,1,5.4,Donald Trump,republican,1,2016,20161017
Cherokee County,19,10733,Hillary Clinton,1547,1,-0.690021429,Donald Trump,8953,1,Alabama,1,5,Donald Trump,republican,1,2016,20161019
Chilton County,21,18369,Hillary Clinton,2911,1,-0.662529261,Donald Trump,15081,1,Alabama,1,5.5,Donald Trump,republican,1,2016,20161021
Choctaw County,23,7292,Hillary Clinton,3109,1,-0.136725178,Donald Trump,4106,1,Alabama,1,8.5,Donald Trump,republican,1,2016,20161023
Clarke County,25,13031,Hillary Clinton,5749,1,-0.106745453,Donald Trump,7140,1,Alabama,1,10.8,Donald Trump,republican,1,2016,20161025
Clay County,27,6624,Hillary Clinton,1237,1,-0.605072464,Donald Trump,5245,1,Alabama,1,5.9,Donald Trump,republican,1,2016,20161027
Cleburne County,29,6593,Hillary Clinton,684,1,-0.770514182,Donald Trump,5764,1,Alabama,1,6,Donald Trump,republican,1,2016,20161029
Coffee County,31,20767,Hillary Clinton,4221,1,-0.561178793,Donald Trump,15875,1,Alabama,1,5.8,Donald Trump,republican,1,2016,20161031
Colbert County,33,24915,Hillary Clinton,7312,1,-0.378647401,Donald Trump,16746,1,Alabama,1,6.9,Donald Trump,republican,1,2016,20161033
Conecuh County,35,6585,Hillary Clinton,3080,1,-0.051632498,Donald Trump,3420,1,Alabama,1,8.4,Donald Trump,republican,1,2016,20161035
Coosa County,37,5252,Hillary Clinton,1782,1,-0.304455446,Donald Trump,3381,1,Alabama,1,6,Donald Trump,republican,1,2016,20161037
Covington County,39,15940,Hillary Clinton,2387,1,-0.682559598,Donald Trump,13267,1,Alabama,1,6.7,Donald Trump,republican,1,2016,20161039
Crenshaw County,41,6267,Hillary Clinton,1664,1,-0.454603479,Donald Trump,4513,1,Alabama,1,5.8,Donald Trump,republican,1,2016,20161041
Cullman County,43,37873,Hillary Clinton,3798,1,-0.770760172,Donald Trump,32989,1,Alabama,1,5,Donald Trump,republican,1,2016,20161043
Dale County,45,18749,Hillary Clinton,4413,1,-0.501093392,Donald Trump,13808,1,Alabama,1,5.8,Donald Trump,republican,1,2016,20161045
Dallas County,47,18792,Hillary Clinton,12836,1,0.375,Donald Trump,5789,1,Alabama,1,9.2,Hillary Clinton,democrat,0,2016,20161047
