COUNTY,COUNTY_FIPS,COUNTY_TOTALVOTES,DEM_CANDIDATE,DEM_VOTES,HOUSE_WINNING_BINARY,MARGIN_VICTORY,REP_CANDIDATE,REP_VOTES,SENATE_WINNING_BINARY,STATE,STATE_FIPS,UNEMPLOYMENT_RATE,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,YEAR,YEAR_FIPS
Kaufman County,257,34670,Barack Obama,9472,1,-0.443438131,Mitt Romney,24846,-1,Texas,48,7,Mitt Romney,republican,1,2012,201248257
Kendall County,259,17783,Barack Obama,3043,1,-0.644716864,Mitt Romney,14508,-1,Texas,48,5.4,Mitt Romney,republican,1,2012,201248259
Kenedy County,261,167,Barack Obama,82,1,-0.011976048,Mitt Romney,84,-1,Texas,48,5.1,Mitt Romney,republican,1,2012,201248261
Kent County,263,405,Barack Obama,66,1,-0.664197531,Mitt Romney,335,-1,Texas,48,4,Mitt Romney,republican,1,2012,201248263
Kerr County,265,21879,Barack Obama,4338,1,-0.591251885,Mitt Romney,17274,-1,Texas,48,5.8,Mitt Romney,republican,1,2012,201248265
Kimble County,267,1892,Barack Obama,217,1,-0.766384778,Mitt Romney,1667,-1,Texas,48,4.9,Mitt Romney,republican,1,2012,201248267
King County,269,145,Barack Obama,5,1,-0.924137931,Mitt Romney,139,-1,Texas,48,4.5,Mitt Romney,republican,1,2012,201248269
Kinney County,271,1425,Barack Obama,522,1,-0.25122807,Mitt Romney,880,-1,Texas,48,8.8,Mitt Romney,republican,1,2012,201248271
Kleberg County,273,8907,Barack Obama,4754,1,0.078140788,Mitt Romney,4058,-1,Texas,48,6.9,Barack Obama,democrat,0,2012,201248273
Knox County,275,1510,Barack Obama,332,1,-0.548344371,Mitt Romney,1160,-1,Texas,48,5.2,Mitt Romney,republican,1,2012,201248275
Lamar County,277,17197,Barack Obama,4181,1,-0.50270396,Mitt Romney,12826,-1,Texas,48,9.2,Mitt Romney,republican,1,2012,201248277
Lamb County,279,4091,Barack Obama,998,1,-0.503544366,Mitt Romney,3058,-1,Texas,48,8,Mitt Romney,republican,1,2012,201248279
Lampasas County,281,7204,Barack Obama,1479,1,-0.574958356,Mitt Romney,5621,-1,Texas,48,7.1,Mitt Romney,republican,1,2012,201248281
La Salle County,283,1646,Barack Obama,965,1,0.179829891,Mitt Romney,669,-1,Texas,48,4.4,Barack Obama,democrat,0,2012,201248283
Lavaca County,285,8294,Barack Obama,1428,1,-0.647214854,Mitt Romney,6796,-1,Texas,48,4.8,Mitt Romney,republican,1,2012,201248285
Lee County,287,6221,Barack Obama,1632,1,-0.46214435,Mitt Romney,4507,-1,Texas,48,5.4,Mitt Romney,republican,1,2012,201248287
Leon County,289,6945,Barack Obama,1062,1,-0.684233261,Mitt Romney,5814,-1,Texas,48,7.4,Mitt Romney,republican,1,2012,201248289
Liberty County,291,22746,Barack Obama,5202,1,-0.532884903,Mitt Romney,17323,-1,Texas,48,9.6,Mitt Romney,republican,1,2012,201248291
Limestone County,293,7563,Barack Obama,2208,1,-0.407245802,Mitt Romney,5288,-1,Texas,48,6.9,Mitt Romney,republican,1,2012,201248293
Lipscomb County,295,1168,Barack Obama,119,1,-0.791952055,Mitt Romney,1044,-1,Texas,48,3.9,Mitt Romney,republican,1,2012,201248295
Live Oak County,297,4113,Barack Obama,919,1,-0.543398979,Mitt Romney,3154,-1,Texas,48,4.6,Mitt Romney,republican,1,2012,201248297
Llano County,299,9558,Barack Obama,1822,1,-0.605566018,Mitt Romney,7610,-1,Texas,48,6.8,Mitt Romney,republican,1,2012,201248299
Loving County,301,64,Barack Obama,9,1,-0.703125,Mitt Romney,54,-1,Texas,48,6,Mitt Romney,republican,1,2012,201248301
Lubbock County,303,91184,Barack Obama,26271,1,-0.407944376,Mitt Romney,63469,-1,Texas,48,5.3,Mitt Romney,republican,1,2012,201248303
Lynn County,305,1959,Barack Obama,506,1,-0.4762634,Mitt Romney,1439,-1,Texas,48,6,Mitt Romney,republican,1,2012,201248305
McCulloch County,307,2993,Barack Obama,537,1,-0.628800535,Mitt Romney,2419,-1,Texas,48,5.4,Mitt Romney,republican,1,2012,201248307
McLennan County,309,74541,Barack Obama,25694,1,-0.297943414,Mitt Romney,47903,-1,Texas,48,6.6,Mitt Romney,republican,1,2012,201248309
McMullen County,311,503,Barack Obama,67,1,-0.723658052,Mitt Romney,431,-1,Texas,48,2.4,Mitt Romney,republican,1,2012,201248311
Madison County,313,4028,Barack Obama,967,1,-0.511668322,Mitt Romney,3028,-1,Texas,48,7.1,Mitt Romney,republican,1,2012,201248313
Marion County,315,4282,Barack Obama,1495,1,-0.289117235,Mitt Romney,2733,-1,Texas,48,9.1,Mitt Romney,republican,1,2012,201248315
Martin County,317,1624,Barack Obama,248,1,-0.689655172,Mitt Romney,1368,-1,Texas,48,4.5,Mitt Romney,republican,1,2012,201248317
Mason County,319,1968,Barack Obama,380,1,-0.602134146,Mitt Romney,1565,-1,Texas,48,5.2,Mitt Romney,republican,1,2012,201248319
Matagorda County,321,12133,Barack Obama,3980,1,-0.334624578,Mitt Romney,8040,-1,Texas,48,10.1,Mitt Romney,republican,1,2012,201248321
Maverick County,323,10563,Barack Obama,8303,1,0.580516899,Mitt Romney,2171,-1,Texas,48,12.5,Barack Obama,democrat,0,2012,201248323
Medina County,325,16049,Barack Obama,4784,1,-0.392236276,Mitt Romney,11079,-1,Texas,48,6.6,Mitt Romney,republican,1,2012,201248325
Menard County,327,849,Barack Obama,171,1,-0.581861013,Mitt Romney,665,-1,Texas,48,6.3,Mitt Romney,republican,1,2012,201248327
Midland County,329,44597,Barack Obama,8286,1,-0.614458372,Mitt Romney,35689,-1,Texas,48,3.9,Mitt Romney,republican,1,2012,201248329
Milam County,331,8230,Barack Obama,2636,1,-0.345686513,Mitt Romney,5481,-1,Texas,48,8.6,Mitt Romney,republican,1,2012,201248331
Mills County,333,2201,Barack Obama,279,1,-0.728305316,Mitt Romney,1882,-1,Texas,48,5.4,Mitt Romney,republican,1,2012,201248333
Mitchell County,335,2316,Barack Obama,538,1,-0.525906736,Mitt Romney,1756,-1,Texas,48,6,Mitt Romney,republican,1,2012,201248335
Montague County,337,7751,Barack Obama,1116,1,-0.700941814,Mitt Romney,6549,-1,Texas,48,5.4,Mitt Romney,republican,1,2012,201248337
Montgomery County,339,173113,Barack Obama,32920,1,-0.606823289,Mitt Romney,137969,-1,Texas,48,5.9,Mitt Romney,republican,1,2012,201248339
Moore County,341,4985,Barack Obama,964,1,-0.602607823,Mitt Romney,3968,-1,Texas,48,4.3,Mitt Romney,republican,1,2012,201248341
Morris County,343,5139,Barack Obama,1858,1,-0.267367192,Mitt Romney,3232,-1,Texas,48,9.7,Mitt Romney,republican,1,2012,201248343
Motley County,345,600,Barack Obama,55,1,-0.805,Mitt Romney,538,-1,Texas,48,5.9,Mitt Romney,republican,1,2012,201248345
Nacogdoches County,347,20653,Barack Obama,6465,1,-0.361206604,Mitt Romney,13925,-1,Texas,48,6.6,Mitt Romney,republican,1,2012,201248347
Navarro County,349,15364,Barack Obama,4350,1,-0.422871648,Mitt Romney,10847,-1,Texas,48,7.3,Mitt Romney,republican,1,2012,201248349
Newton County,351,5869,Barack Obama,1677,1,-0.414891804,Mitt Romney,4112,-1,Texas,48,11.1,Mitt Romney,republican,1,2012,201248351
Nolan County,353,4575,Barack Obama,1216,1,-0.451584699,Mitt Romney,3282,-1,Texas,48,5.9,Mitt Romney,republican,1,2012,201248353
Nueces County,355,96104,Barack Obama,45772,1,-0.033234829,Mitt Romney,48966,-1,Texas,48,6.6,Mitt Romney,republican,1,2012,201248355
Ochiltree County,357,2993,Barack Obama,253,1,-0.823922486,Mitt Romney,2719,-1,Texas,48,3.9,Mitt Romney,republican,1,2012,201248357
Oldham County,359,869,Barack Obama,71,1,-0.827387802,Mitt Romney,790,-1,Texas,48,4.3,Mitt Romney,republican,1,2012,201248359
Orange County,361,30518,Barack Obama,6800,1,-0.542827184,Mitt Romney,23366,-1,Texas,48,10.5,Mitt Romney,republican,1,2012,201248361
Palo Pinto County,363,9337,Barack Obama,1811,1,-0.597836564,Mitt Romney,7393,-1,Texas,48,6.7,Mitt Romney,republican,1,2012,201248363
Panola County,365,10230,Barack Obama,2211,1,-0.560997067,Mitt Romney,7950,-1,Texas,48,6.9,Mitt Romney,republican,1,2012,201248365
Parker County,367,47694,Barack Obama,7853,1,-0.658154066,Mitt Romney,39243,-1,Texas,48,5.9,Mitt Romney,republican,1,2012,201248367
Parmer County,369,2554,Barack Obama,529,1,-0.580266249,Mitt Romney,2011,-1,Texas,48,4.1,Mitt Romney,republican,1,2012,201248369
Pecos County,371,4150,Barack Obama,1591,1,-0.221927711,Mitt Romney,2512,-1,Texas,48,5.1,Mitt Romney,republican,1,2012,201248371
Polk County,373,19134,Barack Obama,4859,1,-0.481446639,Mitt Romney,14071,-1,Texas,48,8,Mitt Romney,republican,1,2012,201248373
Potter County,375,26450,Barack Obama,7126,1,-0.445822306,Mitt Romney,18918,-1,Texas,48,5.3,Mitt Romney,republican,1,2012,201248375
Presidio County,377,1817,Barack Obama,1282,1,0.428178316,Mitt Romney,504,-1,Texas,48,13.3,Barack Obama,democrat,0,2012,201248377
Rains County,379,4087,Barack Obama,761,1,-0.616099829,Mitt Romney,3279,-1,Texas,48,7,Mitt Romney,republican,1,2012,201248379
Randall County,381,49696,Barack Obama,7574,1,-0.681604153,Mitt Romney,41447,-1,Texas,48,4.4,Mitt Romney,republican,1,2012,201248381
Reagan County,383,843,Barack Obama,158,1,-0.614472123,Mitt Romney,676,-1,Texas,48,3.4,Mitt Romney,republican,1,2012,201248383
Real County,385,1535,Barack Obama,277,1,-0.6247557,Mitt Romney,1236,-1,Texas,48,9.4,Mitt Romney,republican,1,2012,201248385
Red River County,387,5074,Barack Obama,1482,1,-0.407370911,Mitt Romney,3549,-1,Texas,48,10.7,Mitt Romney,republican,1,2012,201248387
Reeves County,389,2877,Barack Obama,1655,1,0.162321863,Mitt Romney,1188,-1,Texas,48,6.8,Barack Obama,democrat,0,2012,201248389
Refugio County,391,2677,Barack Obama,998,1,-0.248412402,Mitt Romney,1663,-1,Texas,48,6,Mitt Romney,republican,1,2012,201248391
Roberts County,393,508,Barack Obama,33,1,-0.856299213,Mitt Romney,468,-1,Texas,48,5.1,Mitt Romney,republican,1,2012,201248393
Robertson County,395,7287,Barack Obama,2798,1,-0.22245094,Mitt Romney,4419,-1,Texas,48,8,Mitt Romney,republican,1,2012,201248395
Rockwall County,397,35678,Barack Obama,8120,1,-0.532344862,Mitt Romney,27113,-1,Texas,48,6.2,Mitt Romney,republican,1,2012,201248397
Runnels County,399,3668,Barack Obama,519,1,-0.70474373,Mitt Romney,3104,-1,Texas,48,5.5,Mitt Romney,republican,1,2012,201248399
Rusk County,401,18546,Barack Obama,4451,1,-0.510783997,Mitt Romney,13924,-1,Texas,48,6.3,Mitt Romney,republican,1,2012,201248401
Sabine County,403,4578,Barack Obama,807,1,-0.637833115,Mitt Romney,3727,-1,Texas,48,14.6,Mitt Romney,republican,1,2012,201248403
San Augustine County,405,3690,Barack Obama,1193,1,-0.345799458,Mitt Romney,2469,-1,Texas,48,12.1,Mitt Romney,republican,1,2012,201248405
San Jacinto County,407,9616,Barack Obama,2410,1,-0.488456739,Mitt Romney,7107,-1,Texas,48,8.2,Mitt Romney,republican,1,2012,201248407
San Patricio County,409,20078,Barack Obama,7856,1,-0.206644088,Mitt Romney,12005,-1,Texas,48,7.6,Mitt Romney,republican,1,2012,201248409
San Saba County,411,2259,Barack Obama,323,1,-0.700309872,Mitt Romney,1905,-1,Texas,48,6.2,Mitt Romney,republican,1,2012,201248411
Schleicher County,413,1017,Barack Obama,221,1,-0.55653884,Mitt Romney,787,-1,Texas,48,4,Mitt Romney,republican,1,2012,201248413
Scurry County,415,5027,Barack Obama,838,1,-0.653670181,Mitt Romney,4124,-1,Texas,48,4.5,Mitt Romney,republican,1,2012,201248415
Shackelford County,417,1363,Barack Obama,131,1,-0.797505503,Mitt Romney,1218,-1,Texas,48,3.5,Mitt Romney,republican,1,2012,201248417
Shelby County,419,9284,Barack Obama,2322,1,-0.490844464,Mitt Romney,6879,-1,Texas,48,7.3,Mitt Romney,republican,1,2012,201248419
Sherman County,421,1038,Barack Obama,121,1,-0.758188825,Mitt Romney,908,-1,Texas,48,4.2,Mitt Romney,republican,1,2012,201248421
Smith County,423,79601,Barack Obama,21456,1,-0.450685293,Mitt Romney,57331,-1,Texas,48,7,Mitt Romney,republican,1,2012,201248423
Somervell County,425,3538,Barack Obama,613,1,-0.63821368,Mitt Romney,2871,-1,Texas,48,6.6,Mitt Romney,republican,1,2012,201248425
Starr County,427,11883,Barack Obama,10260,1,0.733232349,Mitt Romney,1547,-1,Texas,48,14.5,Barack Obama,democrat,0,2012,201248427
Stephens County,429,3412,Barack Obama,475,1,-0.708382181,Mitt Romney,2892,-1,Texas,48,5.9,Mitt Romney,republican,1,2012,201248429
Sterling County,431,494,Barack Obama,31,1,-0.866396761,Mitt Romney,459,-1,Texas,48,3.5,Mitt Romney,republican,1,2012,201248431
Stonewall County,433,675,Barack Obama,160,1,-0.514074074,Mitt Romney,507,-1,Texas,48,4.4,Mitt Romney,republican,1,2012,201248433
Sutton County,435,1489,Barack Obama,369,1,-0.497649429,Mitt Romney,1110,-1,Texas,48,4.7,Mitt Romney,republican,1,2012,201248435
Swisher County,437,2270,Barack Obama,579,1,-0.474008811,Mitt Romney,1655,-1,Texas,48,5.9,Mitt Romney,republican,1,2012,201248437
Tarrant County,439,610890,Barack Obama,253071,1,-0.156900588,Mitt Romney,348920,-1,Texas,48,6.5,Mitt Romney,republican,1,2012,201248439
Taylor County,441,43263,Barack Obama,9750,1,-0.535191734,Mitt Romney,32904,-1,Texas,48,5.7,Mitt Romney,republican,1,2012,201248441
Terrell County,443,555,Barack Obama,184,1,-0.313513514,Mitt Romney,358,-1,Texas,48,4.7,Mitt Romney,republican,1,2012,201248443
Terry County,445,3709,Barack Obama,1059,1,-0.416015098,Mitt Romney,2602,-1,Texas,48,6.5,Mitt Romney,republican,1,2012,201248445
Throckmorton County,447,813,Barack Obama,109,1,-0.726937269,Mitt Romney,700,-1,Texas,48,5.3,Mitt Romney,republican,1,2012,201248447
Titus County,449,8854,Barack Obama,2648,1,-0.388073187,Mitt Romney,6084,-1,Texas,48,7.5,Mitt Romney,republican,1,2012,201248449
Tom Green County,451,36720,Barack Obama,9294,1,-0.478867102,Mitt Romney,26878,-1,Texas,48,5.3,Mitt Romney,republican,1,2012,201248451
Travis County,453,387057,Barack Obama,232788,1,0.239334258,Mitt Romney,140152,-1,Texas,48,5.5,Barack Obama,democrat,0,2012,201248453
Trinity County,455,6235,Barack Obama,1614,1,-0.468805132,Mitt Romney,4537,-1,Texas,48,8.2,Mitt Romney,republican,1,2012,201248455
Tyler County,457,7654,Barack Obama,1668,1,-0.554220016,Mitt Romney,5910,-1,Texas,48,10.7,Mitt Romney,republican,1,2012,201248457
Upshur County,459,15138,Barack Obama,2971,1,-0.597436914,Mitt Romney,12015,-1,Texas,48,6.7,Mitt Romney,republican,1,2012,201248459
Upton County,461,1300,Barack Obama,333,1,-0.476923077,Mitt Romney,953,-1,Texas,48,4,Mitt Romney,republican,1,2012,201248461
Uvalde County,463,8435,Barack Obama,3825,1,-0.083461766,Mitt Romney,4529,-1,Texas,48,7.9,Mitt Romney,republican,1,2012,201248463
Val Verde County,465,12081,Barack Obama,6285,1,0.053803493,Mitt Romney,5635,-1,Texas,48,7.6,Barack Obama,democrat,0,2012,201248465
Van Zandt County,467,19100,Barack Obama,3084,1,-0.665445026,Mitt Romney,15794,-1,Texas,48,6.9,Mitt Romney,republican,1,2012,201248467
Victoria County,469,28853,Barack Obama,8802,1,-0.377430423,Mitt Romney,19692,-1,Texas,48,5.6,Mitt Romney,republican,1,2012,201248469
Walker County,471,18685,Barack Obama,6252,1,-0.315119079,Mitt Romney,12140,-1,Texas,48,6.9,Mitt Romney,republican,1,2012,201248471
Waller County,473,15902,Barack Obama,6514,1,-0.171676519,Mitt Romney,9244,-1,Texas,48,7,Mitt Romney,republican,1,2012,201248473
Ward County,475,3245,Barack Obama,841,1,-0.469953775,Mitt Romney,2366,-1,Texas,48,4.8,Mitt Romney,republican,1,2012,201248475
Washington County,477,14397,Barack Obama,3381,1,-0.519274849,Mitt Romney,10857,-1,Texas,48,5.6,Mitt Romney,republican,1,2012,201248477
Webb County,479,49110,Barack Obama,37597,1,0.539991855,Mitt Romney,11078,-1,Texas,48,6.5,Barack Obama,democrat,0,2012,201248479
Wharton County,481,14087,Barack Obama,4235,1,-0.391495705,Mitt Romney,9750,-1,Texas,48,6.8,Mitt Romney,republican,1,2012,201248481
Wheeler County,483,2128,Barack Obama,232,1,-0.773496241,Mitt Romney,1878,-1,Texas,48,4.4,Mitt Romney,republican,1,2012,201248483
Wichita County,485,41018,Barack Obama,10525,1,-0.470208201,Mitt Romney,29812,-1,Texas,48,6.1,Mitt Romney,republican,1,2012,201248485
Wilbarger County,487,3980,Barack Obama,971,1,-0.498743719,Mitt Romney,2956,-1,Texas,48,6,Mitt Romney,republican,1,2012,201248487
Willacy County,489,5064,Barack Obama,3600,1,0.431279621,Mitt Romney,1416,-1,Texas,48,15.8,Barack Obama,democrat,0,2012,201248489
Williamson County,491,163271,Barack Obama,61875,1,-0.215169871,Mitt Romney,97006,-1,Texas,48,5.8,Mitt Romney,republican,1,2012,201248491
Wilson County,493,17205,Barack Obama,4821,1,-0.429933159,Mitt Romney,12218,-1,Texas,48,5.5,Mitt Romney,republican,1,2012,201248493
Winkler County,495,1725,Barack Obama,398,1,-0.529275362,Mitt Romney,1311,-1,Texas,48,5.6,Mitt Romney,republican,1,2012,201248495
Wise County,497,20745,Barack Obama,3221,1,-0.674186551,Mitt Romney,17207,-1,Texas,48,6.5,Mitt Romney,republican,1,2012,201248497
Wood County,499,17581,Barack Obama,3056,1,-0.642454923,Mitt Romney,14351,-1,Texas,48,7.9,Mitt Romney,republican,1,2012,201248499
Yoakum County,501,2128,Barack Obama,409,1,-0.605733083,Mitt Romney,1698,-1,Texas,48,4,Mitt Romney,republican,1,2012,201248501
Young County,503,7316,Barack Obama,992,1,-0.715281575,Mitt Romney,6225,-1,Texas,48,5.7,Mitt Romney,republican,1,2012,201248503
Zapata County,505,3543,Barack Obama,2527,1,0.431837426,Mitt Romney,997,-1,Texas,48,6.3,Barack Obama,democrat,0,2012,201248505
Zavala County,507,3653,Barack Obama,3042,1,0.675609088,Mitt Romney,574,-1,Texas,48,13.5,Barack Obama,democrat,0,2012,201248507
Beaver County,1,2560,Barack Obama,346,1,-0.7140625,Mitt Romney,2174,1,Utah,49,6.1,Mitt Romney,republican,1,2012,201249001
Box Elder County,3,19408,Barack Obama,1984,1,-0.778905606,Mitt Romney,17101,1,Utah,49,5.8,Mitt Romney,republican,1,2012,201249003
Cache County,5,42293,Barack Obama,6244,1,-0.68084553,Mitt Romney,35039,1,Utah,49,4.5,Mitt Romney,republican,1,2012,201249005
Carbon County,7,7567,Barack Obama,2275,1,-0.372010044,Mitt Romney,5090,1,Utah,49,7,Mitt Romney,republican,1,2012,201249007
Daggett County,9,520,Barack Obama,94,1,-0.6,Mitt Romney,406,1,Utah,49,5,Mitt Romney,republican,1,2012,201249009
Davis County,11,121069,Barack Obama,21889,1,-0.61925018,Mitt Romney,96861,1,Utah,49,4.9,Mitt Romney,republican,1,2012,201249011
Duchesne County,13,6379,Barack Obama,581,1,-0.802163348,Mitt Romney,5698,1,Utah,49,4.7,Mitt Romney,republican,1,2012,201249013
Emery County,15,4449,Barack Obama,569,1,-0.721060913,Mitt Romney,3777,1,Utah,49,7.2,Mitt Romney,republican,1,2012,201249015
Garfield County,17,2182,Barack Obama,308,1,-0.698441797,Mitt Romney,1832,1,Utah,49,9.5,Mitt Romney,republican,1,2012,201249017
Grand County,19,3950,Barack Obama,1727,1,-0.068101266,Mitt Romney,1996,1,Utah,49,8.4,Mitt Romney,republican,1,2012,201249019
Iron County,21,16701,Barack Obama,2148,1,-0.721633435,Mitt Romney,14200,1,Utah,49,6.8,Mitt Romney,republican,1,2012,201249021
Juab County,23,3972,Barack Obama,451,1,-0.754531722,Mitt Romney,3448,1,Utah,49,6.1,Mitt Romney,republican,1,2012,201249023
Kane County,25,3371,Barack Obama,744,1,-0.527439929,Mitt Romney,2522,1,Utah,49,6.6,Mitt Romney,republican,1,2012,201249025
Millard County,27,5026,Barack Obama,431,1,-0.805212893,Mitt Romney,4478,1,Utah,49,4.7,Mitt Romney,republican,1,2012,201249027
Morgan County,29,4597,Barack Obama,403,1,-0.807265608,Mitt Romney,4114,1,Utah,49,4.9,Mitt Romney,republican,1,2012,201249029
Piute County,31,782,Barack Obama,74,1,-0.796675192,Mitt Romney,697,1,Utah,49,8.3,Mitt Romney,republican,1,2012,201249031
Rich County,33,1007,Barack Obama,83,1,-0.826216485,Mitt Romney,915,1,Utah,49,5.3,Mitt Romney,republican,1,2012,201249033
Salt Lake County,35,381799,Barack Obama,146147,1,-0.203415934,Mitt Romney,223811,1,Utah,49,5.3,Mitt Romney,republican,1,2012,201249035
San Juan County,37,5307,Barack Obama,2139,1,-0.176182401,Mitt Romney,3074,1,Utah,49,8.8,Mitt Romney,republican,1,2012,201249037
Sanpete County,39,9547,Barack Obama,980,1,-0.777835969,Mitt Romney,8406,1,Utah,49,6.4,Mitt Romney,republican,1,2012,201249039
Sevier County,41,8069,Barack Obama,738,1,-0.801710249,Mitt Romney,7207,1,Utah,49,6.1,Mitt Romney,republican,1,2012,201249041
Summit County,43,17488,Barack Obama,8072,1,-0.046431839,Mitt Romney,8884,1,Utah,49,4.9,Mitt Romney,republican,1,2012,201249043
Tooele County,45,19261,Barack Obama,4524,1,-0.505892737,Mitt Romney,14268,1,Utah,49,6,Mitt Romney,republican,1,2012,201249045
Uintah County,47,11583,Barack Obama,997,1,-0.813606147,Mitt Romney,10421,1,Utah,49,4.4,Mitt Romney,republican,1,2012,201249047
Utah County,49,177713,Barack Obama,17281,1,-0.785924496,Mitt Romney,156950,1,Utah,49,5,Mitt Romney,republican,1,2012,201249049
Wasatch County,51,9589,Barack Obama,2191,1,-0.524455105,Mitt Romney,7220,1,Utah,49,5.8,Mitt Romney,republican,1,2012,201249051
Washington County,53,54012,Barack Obama,8337,1,-0.673202251,Mitt Romney,44698,1,Utah,49,6.9,Mitt Romney,republican,1,2012,201249053
Wayne County,55,1327,Barack Obama,215,1,-0.658628485,Mitt Romney,1089,1,Utah,49,10.8,Mitt Romney,republican,1,2012,201249055
Weber County,57,75912,Barack Obama,19841,1,-0.452932343,Mitt Romney,54224,1,Utah,49,6.3,Mitt Romney,republican,1,2012,201249057
Addison County,1,17910,Barack Obama,12257,0,0.39385818,Mitt Romney,5203,0,Vermont,50,4.5,Barack Obama,democrat,0,2012,201250001
Bennington County,3,17593,Barack Obama,11514,0,0.331211277,Mitt Romney,5687,0,Vermont,50,5.9,Barack Obama,democrat,0,2012,201250003
Caledonia County,5,13661,Barack Obama,8192,0,0.227216163,Mitt Romney,5088,0,Vermont,50,6.2,Barack Obama,democrat,0,2012,201250005
Chittenden County,7,77080,Barack Obama,53626,0,0.415866632,Mitt Romney,21571,0,Vermont,50,3.8,Barack Obama,democrat,0,2012,201250007
Essex County,9,2798,Barack Obama,1539,0,0.134024303,Mitt Romney,1164,0,Vermont,50,8,Barack Obama,democrat,0,2012,201250009
Franklin County,11,19888,Barack Obama,12057,0,0.233909895,Mitt Romney,7405,0,Vermont,50,4.5,Barack Obama,democrat,0,2012,201250011
Grand Isle County,13,4075,Barack Obama,2531,0,0.260122699,Mitt Romney,1471,0,Vermont,50,5.4,Barack Obama,democrat,0,2012,201250013
Lamoille County,15,11988,Barack Obama,8371,0,0.419502836,Mitt Romney,3342,0,Vermont,50,6.4,Barack Obama,democrat,0,2012,201250015
Orange County,17,14053,Barack Obama,9076,0,0.319362414,Mitt Romney,4588,0,Vermont,50,4.7,Barack Obama,democrat,0,2012,201250017
Orleans County,19,11692,Barack Obama,7117,0,0.240420801,Mitt Romney,4306,0,Vermont,50,7.7,Barack Obama,democrat,0,2012,201250019
Rutland County,21,28609,Barack Obama,17088,0,0.218567584,Mitt Romney,10835,0,Vermont,50,6.2,Barack Obama,democrat,0,2012,201250021
Washington County,23,29307,Barack Obama,20351,0,0.418261849,Mitt Romney,8093,0,Vermont,50,4.7,Barack Obama,democrat,0,2012,201250023
Windham County,25,21937,Barack Obama,16026,0,0.486803118,Mitt Romney,5347,0,Vermont,50,5.2,Barack Obama,democrat,0,2012,201250025
Windsor County,27,28699,Barack Obama,19494,0,0.379664797,Mitt Romney,8598,0,Vermont,50,4.7,Barack Obama,democrat,0,2012,201250027
Accomack County,1,16051,Barack Obama,7655,1,-0.034764189,Mitt Romney,8213,-1,Virginia,51,7.9,Mitt Romney,republican,1,2012,201251001
Albemarle County,3,53907,Barack Obama,29757,1,0.119836014,Mitt Romney,23297,-1,Virginia,51,5.2,Barack Obama,democrat,0,2012,201251003
Alleghany County,5,7173,Barack Obama,3403,1,-0.026767043,Mitt Romney,3595,-1,Virginia,51,7.1,Mitt Romney,republican,1,2012,201251005
Amelia County,7,6915,Barack Obama,2490,1,-0.266232827,Mitt Romney,4331,-1,Virginia,51,6.5,Mitt Romney,republican,1,2012,201251007
Amherst County,9,14970,Barack Obama,5900,1,-0.198797595,Mitt Romney,8876,-1,Virginia,51,6.7,Mitt Romney,republican,1,2012,201251009
Appomattox County,11,7935,Barack Obama,2453,1,-0.363831128,Mitt Romney,5340,-1,Virginia,51,7.4,Mitt Romney,republican,1,2012,201251011
Arlington County,13,117608,Barack Obama,81269,1,0.397889599,Mitt Romney,34474,-1,Virginia,51,3.5,Barack Obama,democrat,0,2012,201251013
Augusta County,15,33672,Barack Obama,9451,1,-0.420913519,Mitt Romney,23624,-1,Virginia,51,5.8,Mitt Romney,republican,1,2012,201251015
Bath County,17,2223,Barack Obama,894,1,-0.170940171,Mitt Romney,1274,-1,Virginia,51,5.8,Mitt Romney,republican,1,2012,201251017
Bedford County,19,20115,Barack Obama,11434,1,-0.833805618,Mitt Romney,28206,-1,Virginia,51,6,Mitt Romney,republican,1,2012,201251019
Bland County,21,2948,Barack Obama,735,1,-0.477951153,Mitt Romney,2144,-1,Virginia,51,7,Mitt Romney,republican,1,2012,201251021
Botetourt County,23,18241,Barack Obama,5452,1,-0.385231073,Mitt Romney,12479,-1,Virginia,51,5.5,Mitt Romney,republican,1,2012,201251023
Brunswick County,25,8037,Barack Obama,4994,1,0.252084111,Mitt Romney,2968,-1,Virginia,51,10.1,Barack Obama,democrat,0,2012,201251025
Buchanan County,27,9646,Barack Obama,3094,1,-0.346464856,Mitt Romney,6436,-1,Virginia,51,9.1,Mitt Romney,republican,1,2012,201251027
Buckingham County,29,7457,Barack Obama,3750,1,0.024272496,Mitt Romney,3569,-1,Virginia,51,8.5,Barack Obama,democrat,0,2012,201251029
Campbell County,31,25696,Barack Obama,7595,1,-0.393057285,Mitt Romney,17695,-1,Virginia,51,6.5,Mitt Romney,republican,1,2012,201251031
Caroline County,33,13652,Barack Obama,7276,1,0.082405508,Mitt Romney,6151,-1,Virginia,51,7.8,Barack Obama,democrat,0,2012,201251033
Carroll County,35,12918,Barack Obama,3685,1,-0.3910048,Mitt Romney,8736,-1,Virginia,51,8.5,Mitt Romney,republican,1,2012,201251035
Charles City County,36,4232,Barack Obama,2772,1,0.325141777,Mitt Romney,1396,-1,Virginia,51,7.8,Barack Obama,democrat,0,2012,201251036
Charlotte County,37,5898,Barack Obama,2503,1,-0.136995592,Mitt Romney,3311,-1,Virginia,51,8.7,Mitt Romney,republican,1,2012,201251037
