date,scores
2012-10-20,1.848
2012-10-21,1.834
2012-10-22,1.902
2012-10-23,1.88
2012-10-24,1.808
2012-10-25,1.87
2012-10-26,1.74
2012-10-27,1.836
2012-10-28,1.898
2012-10-29,1.786
2012-10-30,1.838
2012-10-31,1.956
2012-11-01,1.886
2012-11-02,1.88
2012-11-03,1.934
2012-11-04,1.902
